10013 — Super long sums [UVA]
codeforces.com/contest/18/problem/C (2)
codeforces.com/contest/18/problem/D (4)
codeforces.com/contest/19/problem/B (4)
codeforces.com/contest/19/problem/C (4)
codeforces.com/contest/19/problem/D (5)
codeforces.com/contest/20/problem/B (2)
codeforces.com/contest/21/problem/A (2)
codeforces.com/contest/21/problem/C (3)
codeforces.com/contest/21/problem/D (5)
codeforces.com/contest/222/problem/C 6
codeforces.com/contest/22/problem/C (4)
codeforces.com/contest/22/problem/D (3)
codeforces.com/contest/22/problem/E (5)
codeforces.com/contest/23/problem/C (3)
codeforces.com/contest/24/problem/A (2)
codeforces.com/contest/24/problem/B (3)
codeforces.com/contest/24/problem/D (5)
codeforces.com/contest/24/problem/E (5)
codeforces.com/contest/25/problem/C (4)
codeforces.com/contest/25/problem/D (4)
codeforces.com/contest/26/problem/A (2)
codeforces.com/contest/26/problem/B (4)
codeforces.com/contest/26/problem/C (5)
codeforces.com/contest/26/problem/D (5)
codeforces.com/contest/276/problem/D (4)
codeforces.com/contest/27/problem/B (3)
codeforces.com/contest/27/problem/C (4)
codeforces.com/contest/27/problem/D (5)
codeforces.com/contest/27/problem/E (5)
codeforces.com/contest/28/problem/B (4)
codeforces.com/contest/28/problem/C (4)
codeforces.com/contest/29/problem/C (3)
codeforces.com/contest/29/problem/D (4)
codeforces.com/contest/2/problem/B (5)
codeforces.com/contest/30/problem/A (2)
codeforces.com/contest/30/problem/C (4)
codeforces.com/contest/30/problem/E
codeforces.com/contest/319/problem/C (6)
codeforces.com/contest/31/problem/B (2)
codeforces.com/contest/31/problem/C (2)
codeforces.com/contest/31/problem/D (4)
codeforces.com/contest/31/problem/E (4)
codeforces.com/contest/321/problem/E (7)
codeforces.com/contest/32/problem/C (3)
codeforces.com/contest/32/problem/D (3)
codeforces.com/contest/33/problem/A (2)
codeforces.com/contest/33/problem/B (3)
codeforces.com/contest/33/problem/C (4)
codeforces.com/contest/33/problem/D (4)
codeforces.com/contest/34/problem/C (3)
codeforces.com/contest/34/problem/D (3)
codeforces.com/contest/35/problem/C (3)
codeforces.com/contest/36/problem/B (2)
codeforces.com/contest/36/problem/E (6)
codeforces.com/contest/37/problem/C (4)
codeforces.com/contest/38/problem/B (2)
codeforces.com/contest/39/problem/E (4)
codeforces.com/contest/39/problem/J (2)
codeforces.com/contest/3/problem/A (2)
codeforces.com/contest/3/problem/B (4)
codeforces.com/contest/3/problem/D (4)
codeforces.com/contest/40/problem/A (2)
codeforces.com/contest/41/problem/C (2)
codeforces.com/contest/41/problem/D (4)
codeforces.com/contest/41/problem/E (4)
codeforces.com/contest/42/problem/A (2)
codeforces.com/contest/42/problem/B (4)
codeforces.com/contest/42/problem/C (4)
codeforces.com/contest/43/problem/B (2)
codeforces.com/contest/43/problem/C (2)
codeforces.com/contest/43/problem/D (3)
codeforces.com/contest/44/problem/A (1)
codeforces.com/contest/44/problem/B (2)
codeforces.com/contest/44/problem/E (2)
codeforces.com/contest/459/problem/D (4)
codeforces.com/contest/45/problem/C (4)
codeforces.com/contest/45/problem/D (3)
codeforces.com/contest/46/problem/A (2)
codeforces.com/contest/46/problem/B (3)
codeforces.com/contest/46/problem/C (2)
codeforces.com/contest/47/problem/B (2)
codeforces.com/contest/47/problem/D (4)
codeforces.com/contest/48/problem/A (1)
codeforces.com/contest/48/problem/B (2)
codeforces.com/contest/48/problem/D (3)
codeforces.com/contest/49/problem/D (3)
codeforces.com/contest/4/problem/C (2)
codeforces.com/contest/4/problem/D (3)
codeforces.com/contest/50/problem/A (1)
codeforces.com/contest/50/problem/B (2)
codeforces.com/contest/51/my (2)
codeforces.com/contest/51/problem/C (4)
codeforces.com/contest/51/problem/D (4)
codeforces.com/contest/51/problem/E (6)
codeforces.com/contest/52/problem/B (4)
codeforces.com/contest/52/problem/C (4)
codeforces.com/contest/53/problem/B (3)
codeforces.com/contest/53/problem/C (2)
codeforces.com/contest/53/problem/D (3)
codeforces.com/contest/546/problem/D 5
codeforces.com/contest/54/problem/A (2)
codeforces.com/contest/55/problem/A (2)
codeforces.com/contest/55/problem/B (3)
codeforces.com/contest/55/problem/C (4)
codeforces.com/contest/55/problem/D (5)
codeforces.com/contest/56/problem/B (2)
codeforces.com/contest/56/problem/D (4)
